"Accession","Name","Description","cog_SampleX_bin.001","cog_SampleX_bin.002","cog_SampleX_bin.003"
"COG4660","RnfE","Predicted NADH:ubiquinone oxidoreductase, subunit RnfE",1,0,1
"COG4667","COG4667","Predicted esterase of the alpha-beta hydrolase superfamily",1,1,0
"COG4670","COG4670","Acyl CoA:acetate/3-ketoacid CoA transferase",2,0,0
"COG4677","PemB","Pectin methylesterase",1,0,0
"COG4684","COG4684","Predicted membrane protein",1,0,1
"COG4690","PepD","Dipeptidase",1,0,1
"COG4708","COG4708","Predicted membrane protein",1,0,1
"COG4709","COG4709","Predicted membrane protein",3,0,1
"COG4713","COG4713","Predicted membrane protein",1,0,0
"COG4716","COG4716","Myosin-crossreactive antigen",3,0,2
"COG4717","COG4717","Uncharacterized conserved protein",2,0,0
"COG4720","COG4720","Predicted membrane protein",2,2,0
"COG4722","COG4722","Phage-related protein",1,0,1
"COG4728","COG4728","Uncharacterized protein conserved in bacteria",1,1,0
"COG4732","COG4732","Predicted membrane protein",1,0,0
"COG4747","COG4747","ACT domain-containing protein",1,0,0
"COG4750","LicC","CTP:phosphocholine cytidylyltransferase involved in choline phosphorylation for cell surface LPS epitopes",1,0,0
"COG4753","COG4753","Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain",28,0,0
"COG4767","VanZ","Glycopeptide antibiotics resistance protein",1,1,1
"COG4769","COG4769","Predicted membrane protein",1,0,1
"COG4770","COG4770","Acetyl/propionyl-CoA carboxylase, alpha subunit",2,2,0
"COG4783","COG4783","Putative Zn-dependent protease, contains TPR repeats",1,0,0
"COG4786","FlgG","Flagellar basal body rod protein",2,0,0
"COG4799","COG4799","Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",3,1,0
"COG4805","COG4805","Uncharacterized protein conserved in bacteria",1,0,0
"COG4806","RhaA","L-rhamnose isomerase",1,0,0
"COG4810","EutS","Ethanolamine utilization protein",1,0,0
"COG4816","EutL","Ethanolamine utilization protein",2,0,0
"COG4820","EutJ","Ethanolamine utilization protein, possible chaperonin",1,0,0
"COG4822","CbiK","Cobalamin biosynthesis protein CbiK, Co2+ chelatase",1,1,0
"COG4826","COG4826","Serine protease inhibitor",2,1,0
"COG4828","COG4828","Predicted membrane protein",1,0,0
"COG4832","COG4832","Uncharacterized conserved protein",2,0,0
"COG4845","COG4845","Chloramphenicol O-acetyltransferase",1,0,0
"COG4856","COG4856","Uncharacterized protein conserved in bacteria",1,1,1
"COG4857","COG4857","Predicted kinase",1,0,0
"COG4859","COG4859","Uncharacterized protein conserved in bacteria",1,0,0
"COG4862","MecA","Negative regulator of genetic competence, sporulation and motility",1,0,0
"COG4866","COG4866","Uncharacterized conserved protein",1,0,0
"COG4868","COG4868","Uncharacterized protein conserved in bacteria",1,0,1
"COG4869","PduL","Propanediol utilization protein",2,1,1
"COG4870","COG4870","Cysteine protease",1,0,1
"COG4882","COG4882","Predicted aminopeptidase, Iap family",1,0,0
"COG4886","COG4886","Leucine-rich repeat (LRR) protein",2,0,0
"COG4905","COG4905","Predicted membrane protein",3,3,2
"COG4912","COG4912","Predicted DNA alkylation repair enzyme",1,1,0
"COG4913","COG4913","Uncharacterized protein conserved in bacteria",1,0,1
"COG4917","EutP","Ethanolamine utilization protein",1,0,0
"COG4925","COG4925","Uncharacterized conserved protein",1,0,1
"COG4926","PblB","Phage-related protein",1,0,0
"COG4927","COG4927","Predicted choloylglycine hydrolase",1,0,0
"COG4928","COG4928","Predicted P-loop ATPase",1,0,0
"COG4932","COG4932","Predicted outer membrane protein",3,0,3
"COG4936","PocR","Predicted sensor domain",2,0,1
"COG4939","COG4939","Major membrane immunogen, membrane-anchored lipoprotein",1,0,0
"COG4942","COG4942","Membrane-bound metallopeptidase",1,1,0
"COG4948","COG4948","L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily",16,0,0
"COG4959","TraF","Type IV secretory pathway, protease TraF",2,0,0
"COG4968","PilE","Tfp pilus assembly protein PilE",1,0,0
"COG4974","XerD","Site-specific recombinase XerD",13,1,6
"COG4978","COG4978","Transcriptional regulator, effector-binding domain/component",7,0,1
"COG4989","COG4989","Predicted oxidoreductase",1,0,1
"COG4991","COG4991","Uncharacterized protein with a bacterial SH3 domain homologue",1,0,0
"COG4992","ArgD","Ornithine/acetylornithine aminotransferase",2,2,1
"COG5000","NtrY","Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation",2,0,0
"COG5001","COG5001","Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain",2,0,0
"COG5002","VicK","Signal transduction histidine kinase",1,1,1
"COG5011","COG5011","Uncharacterized protein conserved in bacteria",1,1,0
"COG5015","COG5015","Uncharacterized conserved protein",2,0,1
"COG5016","COG5016","Pyruvate/oxaloacetate carboxyltransferase",1,1,0
"COG5018","KapD","Inhibitor of the KinA pathway to sporulation, predicted exonuclease",1,1,0
"COG5036","COG5036","SPX domain-containing protein involved in vacuolar polyphosphate accumulation",1,0,0
"COG5185","HEC1","Protein involved in chromosome segregation, interacts with SMC proteins",1,0,0
"COG5263","COG5263","FOG: Glucan-binding domain (YG repeat)",42,0,0
"COG5271","MDN1","AAA ATPase containing von Willebrand factor type A (vWA) domain",4,0,0
"COG5279","CYK3","Uncharacterized protein involved in cytokinesis, contains TGc (transglutaminase/protease-like) domain",2,3,1
"COG5341","COG5341","Uncharacterized protein conserved in bacteria",1,0,1
"COG5401","COG5401","Spore germination protein",1,0,0
"COG5421","COG5421","Transposase",1,0,0
"COG5426","COG5426","Uncharacterized membrane protein",1,0,0
"COG5434","PGU1","Endopygalactorunase",2,0,0
"COG5441","COG5441","Uncharacterized conserved protein",2,0,0
"COG5470","COG5470","Uncharacterized conserved protein",1,0,0
"COG5485","COG5485","Predicted ester cyclase",1,0,0
"COG5505","COG5505","Predicted integral membrane protein",2,0,0
"COG5566","COG5566","Uncharacterized conserved protein",1,0,0
"COG5578","COG5578","Predicted integral membrane protein",1,0,0
"COG5581","COG5581","c-di-GMP-binding protein",1,0,0
"COG5632","COG5632","N-acetylmuramoyl-L-alanine amidase",1,0,1
"COG5652","COG5652","Predicted integral membrane protein",1,1,2
"COG5658","COG5658","Predicted integral membrane protein",1,0,0
"COG5660","COG5660","Predicted integral membrane protein",1,0,0
"COG5662","COG5662","Predicted transmembrane transcriptional regulator (anti-sigma factor)",1,0,0
"COG0001","0","0",0,1,0
"COG0049","0","0",0,1,1
"COG0050","0","0",0,1,1
"COG0083","0","0",0,1,1
"COG0085","0","0",0,1,2
"COG0105","0","0",0,1,0
"COG0113","0","0",0,1,0
"COG0160","0","0",0,1,0
"COG0175","0","0",0,1,0
"COG0214","0","0",0,1,1
"COG0217","0","0",0,1,1
"COG0221","0","0",0,2,0
"COG0230","0","0",0,1,1
"COG0257","0","0",0,1,1
"COG0311","0","0",0,1,1
"COG0341","0","0",0,1,0
"COG0342","0","0",0,1,0
"COG0373","0","0",0,1,0
"COG0396","0","0",0,1,2
"COG0413","0","0",0,1,0
"COG0414","0","0",0,1,0
"COG0422","0","0",0,1,0
"COG0476","0","0",0,2,1
"COG0500","0","0",0,2,2
"COG0560","0","0",0,1,0
"COG0605","0","0",0,1,0
"COG0610","0","0",0,1,0
"COG0612","0","0",0,2,2
"COG0648","0","0",0,1,1
"COG0661","0","0",0,1,0
"COG0666","0","0",0,1,0
"COG0690","0","0",0,1,2
"COG0741","0","0",0,1,0
"COG0757","0","0",0,1,0
"COG0759","0","0",0,1,0
"COG0796","0","0",0,1,1
"COG0810","0","0",0,5,0
"COG0817","0","0",0,1,0
"COG0818","0","0",0,1,0
"COG0828","0","0",0,1,0
"COG0853","0","0",0,1,0
"COG1035","0","0",0,1,0
"COG1098","0","0",0,1,1
"COG1139","0","0",0,1,0
"COG1146","0","0",0,1,0
"COG1181","0","0",0,1,1
"COG1206","0","0",0,1,1
"COG1210","0","0",0,1,1
"COG1232","0","0",0,1,0
"COG1243","0","0",0,1,0
"COG1244","0","0",0,1,0
"COG1281","0","0",0,1,1
"COG1286","0","0",0,1,0
"COG1310","0","0",0,1,0
"COG1322","0","0",0,1,0
"COG1350","0","0",0,1,0
"COG1351","0","0",0,1,0
"COG1373","0","0",0,4,2
"COG1401","0","0",0,1,0
"COG1420","0","0",0,1,1
"COG1520","0","0",0,2,0
"COG1573","0","0",0,1,0
"COG1576","0","0",0,1,1
"COG1583","0","0",0,1,0
"COG1589","0","0",0,1,1
"COG1611","0","0",0,1,1
"COG1613","0","0",0,1,0
"COG1645","0","0",0,1,0
"COG1649","0","0",0,1,0
"COG1658","0","0",0,1,1
"COG1671","0","0",0,1,1
"COG1692","0","0",0,1,1
"COG1721","0","0",0,1,0
"COG1738","0","0",0,1,0
"COG1751","0","0",0,1,0
"COG1783","0","0",0,1,1
"COG1857","0","0",0,1,0
"COG1887","0","0",0,1,3
"COG1994","0","0",0,2,0
"COG2022","0","0",0,1,0
"COG2052","0","0",0,1,0
"COG2061","0","0",0,1,1
"COG2104","0","0",0,3,0
"COG2153","0","0",0,1,1
"COG2163","0","0",0,1,0
"COG2169","0","0",0,1,0
"COG2182","0","0",0,1,0
"COG2214","0","0",0,1,0
"COG2302","0","0",0,1,1
"COG2323","0","0",0,1,2
"COG2426","0","0",0,1,1
"COG2819","0","0",0,1,3
"COG2865","0","0",0,1,2
"COG2866","0","0",0,1,0
"COG2895","0","0",0,1,0
"COG3041","0","0",0,1,0
"COG3147","0","0",0,2,0
"COG3170","0","0",0,1,0
"COG3247","0","0",0,1,0
"COG3263","0","0",0,1,0
"COG3299","0","0",0,1,0
"COG3307","0","0",0,1,1
"COG3311","0","0",0,1,0
"COG3320","0","0",0,1,0
"COG3326","0","0",0,1,0
"COG3351","0","0",0,1,0
"COG3401","0","0",0,1,0
"COG3448","0","0",0,1,0
"COG3476","0","0",0,1,1
"COG3503","0","0",0,1,0
"COG3513","0","0",0,1,1
"COG3595","0","0",0,1,0
"COG3599","0","0",0,1,2
"COG3642","0","0",0,1,0
"COG3676","0","0",0,1,0
"COG3728","0","0",0,2,1
"COG3833","0","0",0,1,0
"COG3848","0","0",0,1,0
"COG3859","0","0",0,1,1
"COG3878","0","0",0,1,1
"COG3955","0","0",0,1,0
"COG4071","0","0",0,1,0
"COG4127","0","0",0,1,0
"COG4185","0","0",0,1,0
"COG4208","0","0",0,1,0
"COG4245","0","0",0,1,1
"COG4268","0","0",0,1,0
"COG4395","0","0",0,1,1
"COG4463","0","0",0,1,0
"COG4506","0","0",0,1,0
"COG4512","0","0",0,1,0
"COG4626","0","0",0,1,2
"COG4642","0","0",0,6,0
"COG4652","0","0",0,2,0
"COG4695","0","0",0,2,0
"COG4802","0","0",0,1,0
"COG4818","0","0",0,2,0
"COG4823","0","0",0,1,1
"COG4956","0","0",0,1,0
"COG4990","0","0",0,1,0
"COG4997","0","0",0,1,0
"COG5029","0","0",0,1,0
"COG5068","0","0",0,1,0
"COG5305","0","0",0,1,0
"COG5492","0","0",0,16,2
"COG5495","0","0",0,1,0
"COG5496","0","0",0,1,0
"COG5527","0","0",0,1,0
"COG0026","0","0",0,0,1
"COG0266","0","0",0,0,1
"COG0310","0","0",0,0,1
"COG0378","0","0",0,0,1
"COG0421","0","0",0,0,1
"COG0530","0","0",0,0,5
"COG0615","0","0",0,0,2
"COG0627","0","0",0,0,1
"COG0675","0","0",0,0,1
"COG0694","0","0",0,0,1
"COG0702","0","0",0,0,2
"COG0723","0","0",0,0,1
"COG0849","0","0",0,0,1
"COG1039","0","0",0,0,2
"COG1041","0","0",0,0,1
"COG1044","0","0",0,0,1
"COG1067","0","0",0,0,2
"COG1078","0","0",0,0,1
"COG1100","0","0",0,0,1
"COG1112","0","0",0,0,3
"COG1118","0","0",0,0,1
"COG1250","0","0",0,0,1
"COG1304","0","0",0,0,1
"COG1359","0","0",0,0,2
"COG1403","0","0",0,0,1
"COG1426","0","0",0,0,2
"COG1435","0","0",0,0,1
"COG1448","0","0",0,0,1
"COG1508","0","0",0,0,1
"COG1555","0","0",0,0,2
"COG1694","0","0",0,0,1
"COG1780","0","0",0,0,1
"COG1787","0","0",0,0,1
"COG1842","0","0",0,0,1
"COG1902","0","0",0,0,6
"COG1930","0","0",0,0,1
"COG1936","0","0",0,0,1
"COG1942","0","0",0,0,1
"COG1948","0","0",0,0,1
"COG2039","0","0",0,0,1
"COG2093","0","0",0,0,2
"COG2120","0","0",0,0,1
"COG2158","0","0",0,0,1
"COG2161","0","0",0,0,1
"COG2171","0","0",0,0,1
"COG2249","0","0",0,0,1
"COG2267","0","0",0,0,2
"COG2270","0","0",0,0,2
"COG2273","0","0",0,0,2
"COG2327","0","0",0,0,1
"COG2359","0","0",0,0,1
"COG2365","0","0",0,0,1
"COG2409","0","0",0,0,1
"COG2813","0","0",0,0,2
"COG2832","0","0",0,0,2
"COG2834","0","0",0,0,1
"COG2840","0","0",0,0,1
"COG2843","0","0",0,0,1
"COG2971","0","0",0,0,1
"COG3093","0","0",0,0,1
"COG3105","0","0",0,0,1
"COG3183","0","0",0,0,1
"COG3221","0","0",0,0,1
"COG3238","0","0",0,0,2
"COG3309","0","0",0,0,2
"COG3328","0","0",0,0,1
"COG3341","0","0",0,0,1
"COG3343","0","0",0,0,1
"COG3382","0","0",0,0,2
"COG3394","0","0",0,0,2
"COG3512","0","0",0,0,1
"COG3557","0","0",0,0,1
"COG3587","0","0",0,0,1
"COG3598","0","0",0,0,1
"COG3611","0","0",0,0,1
"COG3646","0","0",0,0,1
"COG3668","0","0",0,0,1
"COG3679","0","0",0,0,1
"COG3735","0","0",0,0,1
"COG3738","0","0",0,0,1
"COG3754","0","0",0,0,1
"COG3763","0","0",0,0,1
"COG3817","0","0",0,0,1
"COG3819","0","0",0,0,1
"COG3884","0","0",0,0,1
"COG3906","0","0",0,0,1
"COG3910","0","0",0,0,1
"COG3938","0","0",0,0,2
"COG3981","0","0",0,0,2
"COG4095","0","0",0,0,1
"COG4098","0","0",0,0,1
"COG4116","0","0",0,0,1
"COG4476","0","0",0,0,1
"COG4477","0","0",0,0,1
"COG4508","0","0",0,0,2
"COG4570","0","0",0,0,1
"COG4632","0","0",0,0,1
"COG4640","0","0",0,0,1
"COG4687","0","0",0,0,1
"COG4702","0","0",0,0,1
"COG4715","0","0",0,0,1
"COG4758","0","0",0,0,1
"COG4817","0","0",0,0,1
"COG4836","0","0",0,0,1
"COG4851","0","0",0,0,1
"COG4894","0","0",0,0,1
"COG4933","0","0",0,0,1
"COG4947","0","0",0,0,1
"COG4976","0","0",0,0,1
"COG4980","0","0",0,0,1
"COG4988","0","0",0,0,1
"COG5017","0","0",0,0,1
"COG5280","0","0",0,0,1
"COG5336","0","0",0,0,1
"COG5340","0","0",0,0,1
"COG5412","0","0",0,0,2
"COG5523","0","0",0,0,1
"COG5585","0","0",0,0,1
"COG5272","0","0",0,0,1
