Name	Description	Accession	cog_table	EG18NEC_Bin13	EG18NEC_Bin8	EG18NEC_Bin12	EG18NEC_Bin13	EG18NEC_Bin8
FolC	Folylpolyglutamate synthase	COG0285	Folylpolyglutamate synthase	1	1	1	1	1
TyrA	Prephenate dehydrogenase	COG0287	Prephenate dehydrogenase	1	1	1	1	1
CynT	Carbonic anhydrase	COG0288	Carbonic anhydrase	1	1	2	1	1
DapB	Dihydrodipicolinate reductase	COG0289	Dihydrodipicolinate reductase	1	1	1	1	1
InfC	Translation initiation factor 3 (IF-3)	COG0290	Translation initiation factor 3 (IF-3)	1	1	1	1	1
RpmI	Ribosomal protein L35	COG0291	Ribosomal protein L35	1	1	1	1	1
RplT	Ribosomal protein L20	COG0292	Ribosomal protein L20	1	1	1	1	1
FtsJ	23S rRNA methylase	COG0293	23S rRNA methylase	1	1	1	1	1
FolP	Dihydropteroate synthase and related enzymes	COG0294	Dihydropteroate synthase and related enzymes	1	2	1	1	2
Cdd	Cytidine deaminase	COG0295	Cytidine deaminase	1	1	1	1	1
PurN	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	1	1	1	1	1
FolE	GTP cyclohydrolase I	COG0302	GTP cyclohydrolase I	1	1	1	1	1
MoeA	Molybdopterin biosynthesis enzyme	COG0303	Molybdopterin biosynthesis enzyme	3	3	1	3	3
FabB	3-oxoacyl-(acyl-carrier-protein) synthase	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	4	4	4	4	4
DnaB	Replicative DNA helicase	COG0305	Replicative DNA helicase	1	1	1	1	1
PitA	Phosphate/sulphate permeases	COG0306	Phosphate/sulphate permeases	0	0	1	0	0
RibC	Riboflavin synthase alpha chain	COG0307	Riboflavin synthase alpha chain	1	1	1	1	1
PepN	Aminopeptidase N	COG0308	Aminopeptidase N	1	1	1	1	1
TldD	Predicted Zn-dependent proteases and their inactivated homologs	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	2	2	2	2	2
COG0313	Predicted methyltransferases	COG0313	Predicted methyltransferases	1	1	1	1	1
MoaE	Molybdopterin converting factor, large subunit	COG0314	Molybdopterin converting factor, large subunit	1	0	1	1	0
MoaC	Molybdenum cofactor biosynthesis enzyme	COG0315	Molybdenum cofactor biosynthesis enzyme	1	1	1	1	1
sufA	Fe-S cluster assembly scaffold protein	COG0316	Fe-S cluster assembly scaffold protein	2	2	2	2	2
SpoT	Guanosine polyphosphate pyrophosphohydrolases/synthetases	COG0317	Guanosine polyphosphate pyrophosphohydrolases/synthetases	1	1	1	1	1
CaiC	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	COG0318	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II	5	5	3	5	5
COG0319	Predicted metal-dependent hydrolase	COG0319	Predicted metal-dependent hydrolase	1	1	1	1	1
LipA	Lipoate synthase	COG0320	Lipoate synthase	1	0	1	1	0
LipB	Lipoate-protein ligase B	COG0321	Lipoate-protein ligase B	1	1	1	1	1
UvrC	Nuclease subunit of the excinuclease complex	COG0322	Nuclease subunit of the excinuclease complex	1	1	1	1	1
MutL	DNA mismatch repair enzyme (predicted ATPase)	COG0323	DNA mismatch repair enzyme (predicted ATPase)	1	1	1	1	1
MiaA	tRNA delta(2)-isopentenylpyrophosphate transferase	COG0324	tRNA delta(2)-isopentenylpyrophosphate transferase	1	1	1	1	1
COG0325	Predicted enzyme with a TIM-barrel fold	COG0325	Predicted enzyme with a TIM-barrel fold	1	1	1	1	1
HtpG	Molecular chaperone, HSP90 family	COG0326	Molecular chaperone, HSP90 family	0	0	1	0	0
RnhA	Ribonuclease HI	COG0328	Ribonuclease HI	1	2	1	1	2
DapA	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	1	1	3	1	1
HflC	Membrane protease subunits, stomatin/prohibitin homologs	COG0330	Membrane protease subunits, stomatin/prohibitin homologs	4	3	4	4	3
FabD	(acyl-carrier-protein) S-malonyltransferase	COG0331	(acyl-carrier-protein) S-malonyltransferase	1	1	1	1	1
FabH	3-oxoacyl-[acyl-carrier-protein].	COG0332	3-oxoacyl-[acyl-carrier-protein].	2	1	2	2	1
RpmF	Ribosomal protein L32	COG0333	Ribosomal protein L32	1	1	1	1	1
GdhA	Glutamate dehydrogenase/leucine dehydrogenase	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	0	0	1	0	0
RplS	Ribosomal protein L19	COG0335	Ribosomal protein L19	1	1	1	1	1
TrmD	tRNA-(guanine-N1)-methyltransferase	COG0336	tRNA-(guanine-N1)-methyltransferase	1	1	1	1	1
AroB	3-dehydroquinate synthetase	COG0337	3-dehydroquinate synthetase	1	1	1	1	1
Dcp	Zn-dependent oligopeptidases	COG0339	Zn-dependent oligopeptidases	1	1	1	1	1
BirA	Biotin-(acetyl-CoA carboxylase) ligase	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	1	2	1	1	2
SecD	Preprotein translocase subunit SecD	COG0342	Preprotein translocase subunit SecD	2	3	2	2	3
Tgt	Queuine/archaeosine tRNA-ribosyltransferase	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	1	1	2	1	1
COG0344	Predicted membrane protein	COG0344	Predicted membrane protein	1	1	1	1	1
ProC	Pyrroline-5-carboxylate reductase	COG0345	Pyrroline-5-carboxylate reductase	1	1	1	1	1
GloA	Lactoylglutathione lyase and related lyases	COG0346	Lactoylglutathione lyase and related lyases	10	4	11	10	4
GlnK	Nitrogen regulatory protein PII	COG0347	Nitrogen regulatory protein PII	2	1	2	2	1
NapH	Polyferredoxin	COG0348	Polyferredoxin	1	2	2	1	2
Rnd	Ribonuclease D	COG0349	Ribonuclease D	2	2	3	2	2
Ada	Methylated DNA-protein cysteine methyltransferase	COG0350	Methylated DNA-protein cysteine methyltransferase	1	1	2	1	1
ThiD	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	0	1	1	0	1
ThiE	Thiamine monophosphate synthase	COG0352	Thiamine monophosphate synthase	1	2	2	1	2
RecR	Recombinational DNA repair protein (RecF pathway)	COG0353	Recombinational DNA repair protein (RecF pathway)	1	1	1	1	1
COG0354	Predicted aminomethyltransferase related to GcvT	COG0354	Predicted aminomethyltransferase related to GcvT	1	1	1	1	1
AtpC	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)	COG0355	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)	1	1	1	1	1
AtpB	F0F1-type ATP synthase, subunit a	COG0356	F0F1-type ATP synthase, subunit a	1	1	1	1	1
GidB	Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division	COG0357	Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division	1	1	1	1	1
DnaG	DNA primase (bacterial type)	COG0358	DNA primase (bacterial type)	1	1	1	1	1
RplI	Ribosomal protein L9	COG0359	Ribosomal protein L9	1	1	1	1	1
RpsF	Ribosomal protein S6	COG0360	Ribosomal protein S6	1	1	1	1	1
InfA	Translation initiation factor 1 (IF-1)	COG0361	Translation initiation factor 1 (IF-1)	1	1	1	1	1
Gnd	6-phosphogluconate dehydrogenase	COG0362	6-phosphogluconate dehydrogenase	1	0	2	1	0
NagB	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	1	2	2	1	2
Zwf	Glucose-6-phosphate 1-dehydrogenase	COG0364	Glucose-6-phosphate 1-dehydrogenase	1	1	1	1	1
Acs	Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases	COG0365	Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases	5	5	4	5	5
AmyA	Glycosidases	COG0366	Glycosidases	1	0	1	1	0
CobS	Cobalamin-5-phosphate synthase	COG0368	Cobalamin-5-phosphate synthase	1	1	1	1	1
CysJ	Sulfite reductase, alpha subunit (flavoprotein)	COG0369	Sulfite reductase, alpha subunit (flavoprotein)	0	0	1	0	0
GltA	Citrate synthase	COG0372	Citrate synthase	1	2	3	1	2
KatG	Catalase (peroxidase I)	COG0376	Catalase (peroxidase I)	1	1	1	1	1
NuoB	NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases	COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases	1	1	1	1	1
NadA	Quinolinate synthase	COG0379	Quinolinate synthase	1	0	1	1	0
UbiA	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	COG0382	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	1	1	2	1	1
AMS1	Alpha-mannosidase	COG0383	Alpha-mannosidase	0	0	1	0	0
COG0384	Predicted epimerase, PhzC/PhzF homolog	COG0384	Predicted epimerase, PhzC/PhzF homolog	1	1	4	1	1
COG0388	Predicted amidohydrolase	COG0388	Predicted amidohydrolase	2	3	2	2	3
DinP	Nucleotidyltransferase/DNA polymerase involved in DNA repair	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	2	2	2	2	2
COG0393	Uncharacterized conserved protein	COG0393	Uncharacterized conserved protein	0	0	1	0	0
Wzb	Protein-tyrosine-phosphatase	COG0394	Protein-tyrosine-phosphatase	1	2	1	1	2
UgpE	ABC-type sugar transport system, permease component	COG0395	ABC-type sugar transport system, permease component	8	5	22	8	5
sufC	Cysteine desulfurase activator ATPase	COG0396	Cysteine desulfurase activator ATPase	1	1	1	1	1
COG0397	Uncharacterized conserved protein	COG0397	Uncharacterized conserved protein	1	0	1	1	0
COG0398	Uncharacterized conserved protein	COG0398	Uncharacterized conserved protein	2	1	2	2	1
WecE	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	COG0399	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	3	2	2	3	2
SsnA	Cytosine deaminase and related metal-dependent hydrolases	COG0402	Cytosine deaminase and related metal-dependent hydrolases	1	3	3	1	3
GcvP	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	COG0403	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	0	1	1	0	1
GcvT	Glycine cleavage system T protein (aminomethyltransferase)	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	8	9	7	8	9
Ggt	Gamma-glutamyltransferase	COG0405	Gamma-glutamyltransferase	2	0	2	2	0
phoE	Broad specificity phosphatase PhoE and related phosphatases	COG0406	Broad specificity phosphatase PhoE and related phosphatases	1	1	3	1	1
HemE	Uroporphyrinogen-III decarboxylase	COG0407	Uroporphyrinogen-III decarboxylase	1	1	1	1	1
HemF	Coproporphyrinogen III oxidase	COG0408	Coproporphyrinogen III oxidase	1	1	1	1	1
LivF	ABC-type branched-chain amino acid transport systems, ATPase component	COG0410	ABC-type branched-chain amino acid transport systems, ATPase component	5	7	5	5	7
LivG	ABC-type branched-chain amino acid transport systems, ATPase component	COG0411	ABC-type branched-chain amino acid transport systems, ATPase component	5	8	5	5	8
COG0412	Dienelactone hydrolase and related enzymes	COG0412	Dienelactone hydrolase and related enzymes	0	0	1	0	0
PanB	Ketopantoate hydroxymethyltransferase	COG0413	Ketopantoate hydroxymethyltransferase	0	1	1	0	1
PanC	Panthothenate synthetase	COG0414	Panthothenate synthetase	0	1	1	0	1
PhrB	Deoxyribodipyrimidine photolyase	COG0415	Deoxyribodipyrimidine photolyase	1	1	1	1	1
PlsX	Fatty acid/phospholipid biosynthesis enzyme	COG0416	Fatty acid/phospholipid biosynthesis enzyme	1	1	1	1	1
PyrC	Dihydroorotase	COG0418	Dihydroorotase	1	1	1	1	1
SbcC	ATPase involved in DNA repair	COG0419	ATPase involved in DNA repair	1	0	1	1	0
Maf	Nucleotide-binding protein implicated in inhibition of septum formation	COG0424	Nucleotide-binding protein implicated in inhibition of septum formation	2	2	2	2	2
SirA	Predicted redox protein, regulator of disulfide bond formation	COG0425	Predicted redox protein, regulator of disulfide bond formation	1	1	1	1	1
COG0431	Predicted flavoprotein	COG0431	Predicted flavoprotein	0	2	5	0	2
COG0432	Uncharacterized conserved protein	COG0432	Uncharacterized conserved protein	1	0	1	1	0
COG0433	HerA helicase	COG0433	HerA helicase	1	1	2	1	1
ECM4	Predicted glutathione S-transferase	COG0435	Predicted glutathione S-transferase	2	2	3	2	2
COG0436	Aspartate/tyrosine/aromatic aminotransferase	COG0436	Aspartate/tyrosine/aromatic aminotransferase	5	2	3	5	2
HybA	Fe-S-cluster-containing hydrogenase components 1	COG0437	Fe-S-cluster-containing hydrogenase components 1	1	2	1	1	2
RfaG	Glycosyltransferase	COG0438	Glycosyltransferase	12	2	2	12	2
AccC	Biotin carboxylase	COG0439	Biotin carboxylase	1	1	1	1	1
IlvH	Acetolactate synthase, small (regulatory) subunit	COG0440	Acetolactate synthase, small (regulatory) subunit	1	1	1	1	1
ThrS	Threonyl-tRNA synthetase	COG0441	Threonyl-tRNA synthetase	1	1	2	1	1
ProS	Prolyl-tRNA synthetase	COG0442	Prolyl-tRNA synthetase	1	1	1	1	1
DnaK	Molecular chaperone	COG0443	Molecular chaperone	1	1	2	1	1
DppD	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	2	1	4	2	1
GidA	Flavin-dependent tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	COG0445	Flavin-dependent tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	1	1	1	1	1
HcaD	Uncharacterized NAD(FAD)-dependent dehydrogenases	COG0446	Uncharacterized NAD(FAD)-dependent dehydrogenases	2	4	5	2	4
GlmS	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	1	1	1	1	1
AhpC	Peroxiredoxin	COG0450	Peroxiredoxin	1	1	2	1	1
WcaG	Nucleoside-diphosphate-sugar epimerases	COG0451	Nucleoside-diphosphate-sugar epimerases	6	5	11	6	5
Dfp	Phosphopantothenoylcysteine synthetase/decarboxylase	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	1	1	1	1	1
RimI	Acetyltransferases	COG0456	Acetyltransferases	4	8	13	4	8
NrfG	FOG: TPR repeat	COG0457	FOG: TPR repeat	7	1	2	7	1
CarB	Carbamoylphosphate synthase large subunit (split gene in MJ)	COG0458	Carbamoylphosphate synthase large subunit (split gene in MJ)	2	2	2	2	2
GroL	Chaperonin GroEL (HSP60 family)	COG0459	Chaperonin GroEL (HSP60 family)	1	1	1	1	1
ThrA	Homoserine dehydrogenase	COG0460	Homoserine dehydrogenase	1	1	1	1	1
PyrE	Orotate phosphoribosyltransferase	COG0461	Orotate phosphoribosyltransferase	1	1	1	1	1
WcaA	Glycosyltransferases involved in cell wall biogenesis	COG0463	Glycosyltransferases involved in cell wall biogenesis	3	2	3	3	2
SpoVK	ATPases of the AAA+ class	COG0464	ATPases of the AAA+ class	0	1	1	0	1
HflB	ATP-dependent Zn proteases	COG0465	ATP-dependent Zn proteases	1	2	1	1	2
Lon	ATP-dependent Lon protease, bacterial type	COG0466	ATP-dependent Lon protease, bacterial type	1	2	1	1	2
RecA	RecA/RadA recombinase	COG0468	RecA/RadA recombinase	1	1	1	1	1
PykF	Pyruvate kinase	COG0469	Pyruvate kinase	1	1	1	1	1
Rfe	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase	1	1	1	1	1
LeuB	Isocitrate/isopropylmalate dehydrogenase	COG0473	Isocitrate/isopropylmalate dehydrogenase	1	1	1	1	1
MgtA	Cation transport ATPase	COG0474	Cation transport ATPase	0	0	1	0	0
KefB	Kef-type K+ transport systems, membrane components	COG0475	Kef-type K+ transport systems, membrane components	1	1	2	1	1
ThiF	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	COG0476	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	1	2	2	1	2
ProP	Permeases of the major facilitator superfamily	COG0477	Permeases of the major facilitator superfamily	2	1	1	2	1
FrdB	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	1	1	1	1	1
FusA	Translation elongation factors (GTPases)	COG0480	Translation elongation factors (GTPases)	1	2	1	1	2
LepA	Membrane GTPase LepA	COG0481	Membrane GTPase LepA	1	1	1	1	1
TrmU	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	COG0482	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	1	1	1	1	1
SuhB	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	COG0483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	3	3	5	3	3
DnaJ	DnaJ-class molecular chaperone with C-terminal Zn finger domain	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	4	5	3	4	5
ThdF	Predicted GTPase	COG0486	Predicted GTPase	1	1	1	1	1
Uup	ATPase components of ABC transporters with duplicated ATPase domains	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	3	5	3	3	5
Mrp	ATPases involved in chromosome partitioning	COG0489	ATPases involved in chromosome partitioning	1	1	2	1	1
GloB	Zn-dependent hydrolases, including glyoxylases	COG0491	Zn-dependent hydrolases, including glyoxylases	4	4	11	4	4
TrxB	Thioredoxin reductase	COG0492	Thioredoxin reductase	1	2	1	1	2
GltD	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	2	2	2	2	2
MutT	NTP pyrophosphohydrolases including oxidative damage repair enzymes	COG0494	NTP pyrophosphohydrolases including oxidative damage repair enzymes	3	3	7	3	3
LeuS	Leucyl-tRNA synthetase	COG0495	Leucyl-tRNA synthetase	1	1	1	1	1
SurE	Predicted acid phosphatase	COG0496	Predicted acid phosphatase	1	1	1	1	1
RecN	ATPase involved in DNA repair	COG0497	ATPase involved in DNA repair	1	1	1	1	1
ThrC	Threonine synthase	COG0498	Threonine synthase	1	1	1	1	1
SAM1	S-adenosylhomocysteine hydrolase	COG0499	S-adenosylhomocysteine hydrolase	1	1	1	1	1
SmtA	SAM-dependent methyltransferases	COG0500	SAM-dependent methyltransferases	0	1	1	0	1
HtpX	Zn-dependent protease with chaperone function	COG0501	Zn-dependent protease with chaperone function	1	2	1	1	2
Apt	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	COG0503	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	2	2	3	2	2
PyrG	CTP synthase (UTP-ammonia lyase)	COG0504	CTP synthase (UTP-ammonia lyase)	1	2	1	1	2
CarA	Carbamoylphosphate synthase small subunit	COG0505	Carbamoylphosphate synthase small subunit	1	1	1	1	1
PutA	Proline dehydrogenase	COG0506	Proline dehydrogenase	1	1	1	1	1
RecD	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	1	1	1	1	1
AceF	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	4	4	4	4	4
GcvH	Glycine cleavage system H protein (lipoate-binding)	COG0509	Glycine cleavage system H protein (lipoate-binding)	1	1	1	1	1
ycfN	Thiamine kinase and related kinases	COG0510	Thiamine kinase and related kinases	0	0	1	0	0
AccB	Biotin carboxyl carrier protein	COG0511	Biotin carboxyl carrier protein	1	1	1	1	1
PabA	Anthranilate/para-aminobenzoate synthases component II	COG0512	Anthranilate/para-aminobenzoate synthases component II	1	2	1	1	2
SrmB	Superfamily II DNA and RNA helicases	COG0513	Superfamily II DNA and RNA helicases	3	2	4	3	2
RecQ	Superfamily II DNA helicase	COG0514	Superfamily II DNA helicase	1	0	1	1	0
GuaB	IMP dehydrogenase/GMP reductase	COG0516	IMP dehydrogenase/GMP reductase	2	2	2	2	2
COG0517	FOG: CBS domain	COG0517	FOG: CBS domain	2	2	4	2	2
GuaA	GMP synthase - Glutamine amidotransferase domain	COG0518	GMP synthase - Glutamine amidotransferase domain	2	3	3	2	3
GuaA	GMP synthase, PP-ATPase domain/subunit	COG0519	GMP synthase, PP-ATPase domain/subunit	1	1	1	1	1
csdA	Selenocysteine lyase/Cysteine desulfurase	COG0520	Selenocysteine lyase/Cysteine desulfurase	1	1	2	1	1
MoaB	Molybdopterin biosynthesis enzymes	COG0521	Molybdopterin biosynthesis enzymes	1	1	1	1	1
RpsD	Ribosomal protein S4 and related proteins	COG0522	Ribosomal protein S4 and related proteins	1	1	1	1	1
COG0523	Putative GTPases (G3E family)	COG0523	Putative GTPases (G3E family)	3	2	5	3	2
RbsK	Sugar kinases, ribokinase family	COG0524	Sugar kinases, ribokinase family	4	6	11	4	6
ValS	Valyl-tRNA synthetase	COG0525	Valyl-tRNA synthetase	1	1	2	1	1
TrxA	Thiol-disulfide isomerase and thioredoxins	COG0526	Thiol-disulfide isomerase and thioredoxins	2	2	4	2	2
LysC	Aspartokinases	COG0527	Aspartokinases	1	1	1	1	1
PyrH	Uridylate kinase	COG0528	Uridylate kinase	1	1	1	1	1
ECM27	Ca2+/Na+ antiporter	COG0530	Ca2+/Na+ antiporter	1	1	2	1	1
InfB	Translation initiation factor 2 (IF-2; GTPase)	COG0532	Translation initiation factor 2 (IF-2; GTPase)	1	1	1	1	1
QRI7	Metal-dependent proteases with possible chaperone activity	COG0533	Metal-dependent proteases with possible chaperone activity	1	1	1	1	1
NorM	Na+-driven multidrug efflux pump	COG0534	Na+-driven multidrug efflux pump	4	4	5	4	4
Obg	Predicted GTPase	COG0536	Predicted GTPase	1	1	1	1	1
Hit	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	2	2	1	2	2
Icd	Isocitrate dehydrogenases	COG0538	Isocitrate dehydrogenases	1	1	1	1	1
RpsA	Ribosomal protein S1	COG0539	Ribosomal protein S1	1	1	1	1	1
PyrB	Aspartate carbamoyltransferase, catalytic chain	COG0540	Aspartate carbamoyltransferase, catalytic chain	1	1	1	1	1
Ffh	Signal recognition particle GTPase	COG0541	Signal recognition particle GTPase	1	1	1	1	1
clpA	ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones	COG0542	ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones	2	5	3	2	5
Tig	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	1	2	1	1	2
Gph	Predicted phosphatases	COG0546	Predicted phosphatases	0	2	2	0	2
