"Accession","Name","Description","EG18NEC_Bin12","EG18NEC_Bin13","EG18NEC_Bin8"
"COG4566","TtrR","Response regulator",1,1,1
"COG4567","COG4567","Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain",1,1,1
"COG4573","GatZ","Predicted tagatose 6-phosphate kinase",3,0,1
"COG4583","COG4583","Sarcosine oxidase gamma subunit",2,1,2
"COG4591","LolE","ABC-type transport system, involved in lipoprotein release, permease component",2,2,1
"COG4597","BatB","ABC-type amino acid transport system, permease component",1,1,1
"COG4598","HisP","ABC-type histidine transport system, ATPase component",1,0,0
"COG4603","COG4603","ABC-type uncharacterized transport system, permease component",3,2,2
"COG4608","AppF","ABC-type oligopeptide transport system, ATPase component",1,2,1
"COG4618","ArpD","ABC-type protease/lipase transport system, ATPase and permease components",2,2,0
"COG4625","COG4625","Uncharacterized protein with a C-terminal OMP (outer membrane protein) domain",2,9,0
"COG4630","XdhA","Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A",1,1,1
"COG4631","XdhB","Xanthine dehydrogenase, molybdopterin-binding subunit B",1,1,1
"COG4637","COG4637","Predicted ATPase",1,0,0
"COG4638","HcaE","Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit",1,0,2
"COG4649","COG4649","Uncharacterized protein conserved in bacteria",1,1,1
"COG4651","RosB","Kef-type K+ transport system, predicted NAD-binding component",1,0,0
"COG4653","COG4653","Predicted phage phi-C31 gp36 major capsid-like protein",1,1,1
"COG4663","FcbT1","TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component",6,2,2
"COG4664","FcbT3","TRAP-type mannitol/chloroaromatic compound transport system, large permease component",5,2,2
"COG4665","FcbT2","TRAP-type mannitol/chloroaromatic compound transport system, small permease component",6,3,3
"COG4666","COG4666","TRAP-type uncharacterized transport system, fused permease components",3,1,0
"COG4691","StbC","Plasmid stability protein",1,0,1
"COG4695","COG4695","Phage-related protein",1,1,0
"COG4736","CcoQ","Cbb3-type cytochrome oxidase, subunit 3",1,1,1
"COG4753","COG4753","Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain",2,0,1
"COG4765","COG4765","Uncharacterized protein conserved in bacteria",1,1,1
"COG4770","COG4770","Acetyl/propionyl-CoA carboxylase, alpha subunit",2,3,5
"COG4775","COG4775","Outer membrane protein/protective antigen OMA87",1,1,1
"COG4778","PhnL","ABC-type phosphonate transport system, ATPase component",1,0,0
"COG4783","COG4783","Putative Zn-dependent protease, contains TPR repeats",5,1,1
"COG4784","COG4784","Putative Zn-dependent protease",1,1,1
"COG4786","FlgG","Flagellar basal body rod protein",2,0,0
"COG4799","COG4799","Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",2,3,3
"COG4809","COG4809","Archaeal ADP-dependent phosphofructokinase/glucokinase",1,0,0
"COG4857","COG4857","Predicted kinase",1,0,0
"COG4941","COG4941","Predicted RNA polymerase sigma factor containing a TPR repeat domain",1,0,0
"COG4942","COG4942","Membrane-bound metallopeptidase",1,1,1
"COG4943","COG4943","Predicted signal transduction protein containing sensor and EAL domains",1,0,1
"COG4948","COG4948","L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily",4,4,1
"COG4949","COG4949","Uncharacterized membrane-anchored protein conserved in bacteria",1,0,1
"COG4952","COG4952","Predicted sugar isomerase",1,0,1
"COG4957","COG4957","Predicted transcriptional regulator",1,1,1
"COG4959","TraF","Type IV secretory pathway, protease TraF",1,0,0
"COG4961","TadG","Flp pilus assembly protein TadG",7,0,0
"COG4962","CpaF","Flp pilus assembly protein, ATPase CpaF",1,1,0
"COG4963","CpaE","Flp pilus assembly protein, ATPase CpaE",1,0,0
"COG4964","CpaC","Flp pilus assembly protein, secretin CpaC",2,0,0
"COG4965","TadB","Flp pilus assembly protein TadB",1,0,0
"COG4973","XerC","Site-specific recombinase XerC",1,0,0
"COG4974","XerD","Site-specific recombinase XerD",2,5,2
"COG4976","COG4976","Predicted methyltransferase (contains TPR repeat)",2,0,0
"COG4977","COG4977","Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain",6,1,3
"COG4989","COG4989","Predicted oxidoreductase",1,1,0
"COG4991","COG4991","Uncharacterized protein with a bacterial SH3 domain homologue",1,0,0
"COG4992","ArgD","Ornithine/acetylornithine aminotransferase",2,1,1
"COG5000","NtrY","Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation",2,1,1
"COG5001","COG5001","Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain",4,0,1
"COG5002","VicK","Signal transduction histidine kinase",1,1,0
"COG5009","MrcA","Membrane carboxypeptidase/penicillin-binding protein",1,1,1
"COG5010","TadD","Flp pilus assembly protein TadD, contains TPR repeats",1,1,0
"COG5012","COG5012","Predicted cobalamin binding protein",2,1,1
"COG5013","NarG","Nitrate reductase alpha subunit",1,0,0
"COG5265","ATM1","ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components",1,1,1
"COG5271","MDN1","AAA ATPase containing von Willebrand factor type A (vWA) domain",2,0,0
"COG5281","COG5281","Phage-related minor tail protein",1,1,0
"COG5285","COG5285","Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin",2,2,2
"COG5317","COG5317","Uncharacterized protein conserved in bacteria",1,1,0
"COG5319","COG5319","Uncharacterized protein conserved in bacteria",1,1,1
"COG5321","COG5321","Uncharacterized protein conserved in bacteria",1,1,0
"COG5323","COG5323","Uncharacterized conserved protein",1,1,0
"COG5328","COG5328","Uncharacterized protein conserved in bacteria",1,1,1
"COG5330","COG5330","Uncharacterized protein conserved in bacteria",2,1,1
"COG5336","COG5336","Uncharacterized protein conserved in bacteria",1,1,1
"COG5338","COG5338","Uncharacterized protein conserved in bacteria",1,0,0
"COG5342","COG5342","Invasion protein B, involved in pathogenesis",3,4,2
"COG5343","COG5343","Uncharacterized protein conserved in bacteria",1,1,0
"COG5345","COG5345","Uncharacterized protein conserved in bacteria",2,0,1
"COG5349","COG5349","Uncharacterized protein conserved in bacteria",2,2,2
"COG5350","COG5350","Predicted protein tyrosine phosphatase",1,1,1
"COG5352","COG5352","Uncharacterized protein conserved in bacteria",1,1,1
"COG5360","COG5360","Uncharacterized protein conserved in bacteria",1,1,1
"COG5373","COG5373","Predicted membrane protein",1,3,1
"COG5375","COG5375","Uncharacterized protein conserved in bacteria",1,1,1
"COG5379","BtaA","S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase",1,0,0
"COG5383","COG5383","Uncharacterized protein conserved in bacteria",1,0,0
"COG5385","COG5385","Uncharacterized protein conserved in bacteria",1,1,1
"COG5387","COG5387","Chaperone required for the assembly of the mitochondrial F1-ATPase",1,1,1
"COG5388","COG5388","Uncharacterized protein conserved in bacteria",1,0,0
"COG5389","COG5389","Uncharacterized protein conserved in bacteria",1,1,1
"COG5394","COG5394","Uncharacterized protein conserved in bacteria",1,1,0
"COG5395","COG5395","Predicted membrane protein",1,1,1
"COG5400","COG5400","Uncharacterized protein conserved in bacteria",1,1,1
"COG5402","COG5402","Uncharacterized conserved protein",1,1,1
"COG5403","COG5403","Uncharacterized conserved protein",1,1,1
"COG5405","HslV","ATP-dependent protease HslVU (ClpYQ), peptidase subunit",1,1,2
"COG5426","COG5426","Uncharacterized membrane protein",1,1,1
"COG5429","COG5429","Uncharacterized secreted protein",1,1,1
"COG5436","COG5436","Predicted integral membrane protein",1,1,1
"COG5437","COG5437","Predicted secreted protein",1,1,1
"COG5441","COG5441","Uncharacterized conserved protein",1,0,1
"COG5442","FlaF","Flagellar biosynthesis regulator FlaF",1,0,0
"COG5443","FlbT","Flagellar biosynthesis regulator FlbT",1,0,0
"COG5447","COG5447","Uncharacterized conserved protein",1,1,1
"COG5448","COG5448","Uncharacterized conserved protein",1,1,0
"COG5449","COG5449","Uncharacterized conserved protein",1,1,1
"COG5451","COG5451","Predicted secreted protein",1,1,1
"COG5452","COG5452","Uncharacterized conserved protein",1,1,1
"COG5453","COG5453","Uncharacterized conserved protein",1,1,1
"COG5454","COG5454","Predicted secreted protein",1,1,1
"COG5456","COG5456","Predicted integral membrane protein linked to a cation pump",1,1,1
"COG5457","COG5457","Uncharacterized conserved small protein",4,1,2
"COG5458","COG5458","Uncharacterized conserved protein",1,1,1
"COG5460","COG5460","Uncharacterized conserved protein",1,0,0
"COG5461","COG5461","Type IV pili component",1,0,0
"COG5462","COG5462","Predicted secreted (periplasmic) protein",1,1,1
"COG5465","COG5465","Uncharacterized conserved protein",1,1,1
"COG5467","COG5467","Uncharacterized conserved protein",1,1,1
"COG5468","COG5468","Predicted secreted (periplasmic) protein",1,1,1
"COG5470","COG5470","Uncharacterized conserved protein",1,3,2
"COG5473","COG5473","Predicted integral membrane protein",1,1,0
"COG5476","COG5476","Uncharacterized conserved protein",2,0,0
"COG5477","COG5477","Predicted small integral membrane protein",1,1,0
"COG5480","COG5480","Predicted integral membrane protein",2,1,1
"COG5481","COG5481","Uncharacterized conserved small protein containing a coiled-coil domain",1,1,1
"COG5482","COG5482","Uncharacterized conserved protein",1,0,1
"COG5485","COG5485","Predicted ester cyclase",2,3,1
"COG5488","COG5488","Integral membrane protein",1,1,0
"COG5490","COG5490","Uncharacterized conserved protein",1,0,0
"COG5496","COG5496","Predicted thioesterase",1,0,0
"COG5497","COG5497","Predicted secreted protein",1,0,0
"COG5500","COG5500","Predicted integral membrane protein",1,0,1
"COG5501","COG5501","Predicted secreted protein",1,0,0
"COG5508","COG5508","Uncharacterized conserved small protein",1,1,1
"COG5515","COG5515","Uncharacterized conserved small protein",1,1,1
"COG5553","COG5553","Predicted metal-dependent enzyme of the double-stranded beta helix superfamily",1,0,0
"COG5568","COG5568","Uncharacterized small protein",1,1,0
"COG5570","COG5570","Uncharacterized small protein",1,1,1
"COG5572","COG5572","Predicted integral membrane protein",1,0,1
"COG5580","COG5580","Activator of HSP90 ATPase",1,0,0
"COG5587","COG5587","Uncharacterized conserved protein",1,1,0
"COG5597","COG5597","Alpha-N-acetylglucosamine transferase",1,0,0
"COG5598","COG5598","Trimethylamine:corrinoid methyltransferase",2,1,3
"COG5614","COG5614","Bacteriophage head-tail adaptor",1,1,1
"COG5622","COG5622","Protein required for attachment to host cells",1,0,0
"COG5649","COG5649","Uncharacterized conserved protein",1,0,0
"COG5653","COG5653","Protein involved in cellulose biosynthesis (CelD)",4,0,0
"COG5661","COG5661","Predicted secreted Zn-dependent protease",1,2,2
"COG5662","COG5662","Predicted transmembrane transcriptional regulator (anti-sigma factor)",1,0,0
"COG0025","0","0",0,1,2
"COG0066","0","0",0,1,1
"COG0121","0","0",0,1,0
"COG0145","0","0",0,3,1
"COG0146","0","0",0,2,1
"COG0194","0","0",0,1,1
"COG0230","0","0",0,1,1
"COG0241","0","0",0,1,0
"COG0270","0","0",0,1,2
"COG0279","0","0",0,1,0
"COG0284","0","0",0,1,1
"COG0300","0","0",0,3,0
"COG0367","0","0",0,2,0
"COG0370","0","0",0,1,0
"COG0373","0","0",0,1,0
"COG0380","0","0",0,1,0
"COG0381","0","0",0,1,1
"COG0385","0","0",0,2,0
"COG0400","0","0",0,1,1
"COG0462","0","0",0,1,1
"COG0470","0","0",0,1,1
"COG0471","0","0",0,1,1
"COG0529","0","0",0,1,0
"COG0598","0","0",0,1,0
"COG0631","0","0",0,1,0
"COG0656","0","0",0,1,1
"COG0668","0","0",0,2,0
"COG0677","0","0",0,1,1
"COG0701","0","0",0,1,0
"COG0759","0","0",0,1,1
"COG0783","0","0",0,1,0
"COG0786","0","0",0,1,0
"COG0846","0","0",0,1,0
"COG0859","0","0",0,1,0
"COG1004","0","0",0,1,1
"COG1014","0","0",0,1,1
"COG1033","0","0",0,1,1
"COG1075","0","0",0,1,0
"COG1088","0","0",0,1,0
"COG1089","0","0",0,1,1
"COG1134","0","0",0,1,0
"COG1179","0","0",0,1,0
"COG1209","0","0",0,1,0
"COG1236","0","0",0,1,0
"COG1262","0","0",0,1,0
"COG1272","0","0",0,1,0
"COG1284","0","0",0,1,0
"COG1285","0","0",0,1,0
"COG1295","0","0",0,1,1
"COG1304","0","0",0,1,1
"COG1305","0","0",0,1,0
"COG1357","0","0",0,1,2
"COG1384","0","0",0,1,1
"COG1399","0","0",0,1,1
"COG1408","0","0",0,1,0
"COG1432","0","0",0,1,1
"COG1487","0","0",0,1,0
"COG1493","0","0",0,1,1
"COG1506","0","0",0,1,0
"COG1563","0","0",0,1,0
"COG1598","0","0",0,1,0
"COG1610","0","0",0,1,1
"COG1682","0","0",0,1,0
"COG1704","0","0",0,1,1
"COG1715","0","0",0,1,0
"COG1793","0","0",0,1,0
"COG1806","0","0",0,1,0
"COG1829","0","0",0,1,0
"COG1832","0","0",0,1,1
"COG1834","0","0",0,1,0
"COG1838","0","0",0,2,1
"COG1877","0","0",0,1,0
"COG1878","0","0",0,1,0
"COG1897","0","0",0,1,0
"COG1951","0","0",0,2,1
"COG2002","0","0",0,1,0
"COG2062","0","0",0,1,1
"COG2070","0","0",0,2,2
"COG2071","0","0",0,1,1
"COG2072","0","0",0,1,0
"COG2076","0","0",0,1,0
"COG2114","0","0",0,9,0
"COG2132","0","0",0,1,0
"COG2175","0","0",0,1,0
"COG2184","0","0",0,1,0
"COG2194","0","0",0,1,0
"COG2211","0","0",0,1,0
"COG2270","0","0",0,1,2
"COG2271","0","0",0,1,2
"COG2307","0","0",0,1,0
"COG2308","0","0",0,1,0
"COG2311","0","0",0,1,0
"COG2317","0","0",0,1,0
"COG2318","0","0",0,1,0
"COG2343","0","0",0,2,0
"COG2453","0","0",0,1,0
"COG2510","0","0",0,1,1
"COG2514","0","0",0,1,0
"COG2723","0","0",0,1,0
"COG2738","0","0",0,1,0
"COG2808","0","0",0,1,0
"COG2813","0","0",0,1,0
"COG2819","0","0",0,1,0
"COG2826","0","0",0,1,1
"COG2827","0","0",0,2,0
"COG2845","0","0",0,1,1
"COG2849","0","0",0,2,0
"COG2855","0","0",0,1,0
"COG2870","0","0",0,1,0
"COG2937","0","0",0,1,0
"COG2943","0","0",0,1,0
"COG2944","0","0",0,1,0
"COG2948","0","0",0,1,0
"COG2962","0","0",0,1,0
"COG2994","0","0",0,1,0
"COG3119","0","0",0,1,2
"COG3131","0","0",0,1,0
"COG3135","0","0",0,1,0
"COG3145","0","0",0,1,0
"COG3173","0","0",0,1,1
"COG3238","0","0",0,1,0
"COG3255","0","0",0,1,0
"COG3283","0","0",0,1,0
"COG3293","0","0",0,5,0
"COG3335","0","0",0,2,0
"COG3367","0","0",0,1,0
"COG3415","0","0",0,2,2
"COG3436","0","0",0,6,0
"COG3451","0","0",0,1,1
"COG3468","0","0",0,1,0
"COG3473","0","0",0,2,1
"COG3476","0","0",0,1,0
"COG3484","0","0",0,1,0
"COG3495","0","0",0,3,0
"COG3504","0","0",0,1,0
"COG3505","0","0",0,1,1
"COG3509","0","0",0,2,0
"COG3550","0","0",0,1,1
"COG3565","0","0",0,1,1
"COG3573","0","0",0,2,0
"COG3592","0","0",0,1,0
"COG3593","0","0",0,1,0
"COG3608","0","0",0,1,0
"COG3636","0","0",0,1,0
"COG3652","0","0",0,1,0
"COG3657","0","0",0,1,0
"COG3660","0","0",0,1,1
"COG3671","0","0",0,1,0
"COG3673","0","0",0,1,0
"COG3675","0","0",0,1,0
"COG3698","0","0",0,1,1
"COG3702","0","0",0,1,0
"COG3704","0","0",0,1,0
"COG3736","0","0",0,1,0
"COG3739","0","0",0,1,0
"COG3742","0","0",0,1,0
"COG3757","0","0",0,2,1
"COG3777","0","0",0,1,0
"COG3781","0","0",0,1,0
"COG3799","0","0",0,1,0
"COG3825","0","0",0,1,2
"COG3837","0","0",0,1,0
"COG3838","0","0",0,1,0
"COG3840","0","0",0,1,0
"COG3843","0","0",0,1,0
"COG3847","0","0",0,1,0
"COG3899","0","0",0,1,1
"COG3904","0","0",0,1,0
"COG3914","0","0",0,1,0
"COG3967","0","0",0,1,0
"COG3971","0","0",0,1,0
"COG4076","0","0",0,1,0
"COG4094","0","0",0,2,0
"COG4106","0","0",0,1,1
"COG4111","0","0",0,1,0
"COG4135","0","0",0,1,1
"COG4136","0","0",0,1,1
"COG4143","0","0",0,1,0
"COG4188","0","0",0,1,1
"COG4227","0","0",0,1,2
"COG4231","0","0",0,1,1
"COG4275","0","0",0,1,0
"COG4321","0","0",0,1,0
"COG4423","0","0",0,1,0
"COG4446","0","0",0,1,0
"COG4645","0","0",0,1,0
"COG4671","0","0",0,2,0
"COG4731","0","0",0,1,1
"COG4757","0","0",0,1,0
"COG4852","0","0",0,1,0
"COG4870","0","0",0,1,0
"COG4960","0","0",0,1,0
"COG4993","0","0",0,1,1
"COG5266","0","0",0,1,0
"COG5331","0","0",0,1,1
"COG5509","0","0",0,2,0
"COG5586","0","0",0,1,1
"COG5621","0","0",0,1,0
"COG5631","0","0",0,1,0
"COG5664","0","0",0,1,0
"COG0053","0","0",0,0,1
"COG0160","0","0",0,0,1
"COG0252","0","0",0,0,1
"COG0535","0","0",0,0,1
"COG0582","0","0",0,0,3
"COG0611","0","0",0,0,1
"COG0693","0","0",0,0,1
"COG0842","0","0",0,0,1
"COG1142","0","0",0,0,1
"COG1145","0","0",0,0,3
"COG1180","0","0",0,0,1
"COG1234","0","0",0,0,1
"COG1257","0","0",0,0,1
"COG1331","0","0",0,0,1
"COG1355","0","0",0,0,1
"COG1358","0","0",0,0,1
"COG1368","0","0",0,0,1
"COG1446","0","0",0,0,1
"COG1510","0","0",0,0,2
"COG1512","0","0",0,0,1
"COG1709","0","0",0,0,1
"COG1861","0","0",0,0,1
"COG1881","0","0",0,0,1
"COG1943","0","0",0,0,1
"COG1953","0","0",0,0,1
"COG2067","0","0",0,0,1
"COG2078","0","0",0,0,1
"COG2089","0","0",0,0,1
"COG2145","0","0",0,0,1
"COG2150","0","0",0,0,1
"COG2172","0","0",0,0,1
"COG2208","0","0",0,0,1
"COG2272","0","0",0,0,1
"COG2327","0","0",0,0,1
"COG2336","0","0",0,0,1
"COG2337","0","0",0,0,1
"COG2414","0","0",0,0,1
"COG2512","0","0",0,0,1
"COG2864","0","0",0,0,1
"COG2905","0","0",0,0,1
"COG2998","0","0",0,0,1
"COG3005","0","0",0,0,1
"COG3043","0","0",0,0,1
"COG3062","0","0",0,0,1
"COG3063","0","0",0,0,3
"COG3070","0","0",0,0,1
"COG3187","0","0",0,0,1
"COG3247","0","0",0,0,1
"COG3287","0","0",0,0,1
"COG3292","0","0",0,0,1
"COG3311","0","0",0,0,1
"COG3381","0","0",0,0,1
"COG3391","0","0",0,0,1
"COG3455","0","0",0,0,1
"COG3456","0","0",0,0,1
"COG3501","0","0",0,0,1
"COG3516","0","0",0,0,1
"COG3517","0","0",0,0,1
"COG3518","0","0",0,0,1
"COG3519","0","0",0,0,1
"COG3520","0","0",0,0,1
"COG3521","0","0",0,0,1
"COG3522","0","0",0,0,1
"COG3523","0","0",0,0,1
"COG3609","0","0",0,0,1
"COG3629","0","0",0,0,1
"COG3631","0","0",0,0,1
"COG3665","0","0",0,0,1
"COG3668","0","0",0,0,2
"COG3676","0","0",0,0,1
"COG3738","0","0",0,0,1
"COG3762","0","0",0,0,1
"COG3813","0","0",0,0,1
"COG3822","0","0",0,0,1
"COG3883","0","0",0,0,1
"COG3887","0","0",0,0,1
"COG3909","0","0",0,0,1
"COG3934","0","0",0,0,1
"COG4099","0","0",0,0,1
"COG4158","0","0",0,0,1
"COG4226","0","0",0,0,1
"COG4298","0","0",0,0,1
"COG4459","0","0",0,0,1
"COG4576","0","0",0,0,1
"COG4577","0","0",0,0,1
"COG4581","0","0",0,0,1
"COG4585","0","0",0,0,1
"COG4662","0","0",0,0,1
"COG4816","0","0",0,0,1
"COG4912","0","0",0,0,1
"COG4929","0","0",0,0,1
"COG5424","0","0",0,0,1
"COG5489","0","0",0,0,1
"COG5507","0","0",0,0,1
"COG5567","0","0",0,0,1
"COG5617","0","0",0,0,1
